summary,A1_fluency_score,A2_fluency_score
tropical storm zeta finally starts weakening,-0.8925020903094623,157.68118543503246
hk sees fast growth in external trade in november,-0.7185552953179908,246.21692977394196
chiefs go one up over game cheetahs,-0.8216332159302931,180.8149922101185
turkey s warplanes attack villages in iraqi kurdistan,-0.7442911329352866,170.77147109761464
tanzanian student in moscow university fire in stable condition,-0.6745126426277692,151.67556457767702
turkey 's foreign exchange reserves slightly down,-0.9711582582957369,694.5052678934679
us claims victory in wto on indian textile complaint,-0.8038202901131107,628.9979002413653
arrest stokes concerns about radicalized american muslims,-0.8775174868102821,298.9967799564635
united states wins concacaf gold cup beats costa rica #-# ; canada,-0.549124412166235,155.8173426386677
obama huckabee win saturday presidential nominee races,-0.8031734059491638,153.1374794161724
hell of a name gets boy banned from australian school,-0.7240125949682317,494.35035666754305
minority shareholders question sale of controlling stake in chinese automaker to government,-0.66467159479103,785.519276220733
coast guard launches crackdown on chinese poachers,-0.8215477491903252,180.67596267648418
gold silver jump higher as us dollar slides versus euro even as energy prices ease,-0.586696450361633,1262.2186844109292
kuwait oil company discovers new reservoirs,-0.9087860772741447,179.62064093389392
google cutting ### jobs at doubleclick,-0.9025876716799336,170.93097700302567
sergio downgraded to category # hurricane,-0.9011958550294047,169.03829697243307
mugabe sees tremendous improvement in zimbabwe,-0.9016223641271964,169.61605305707906
pakistan s president musharraf says he is quitting,-0.9527730045383626,1373.5376987716677
mjib head meets reform-minded investigators,-1.0281275292334848,190.75360242683524
romania pm supports moldova 's eu accession,-0.8036015035512585,153.72863760474993
red cross relief funds materials go to typhoon regions,-0.8738568624439924,1359.0350625631563
chinese courts pledge public media access to trials law enforcement,-0.6170654907017207,136.986069562505
probe into mysterious child deaths in senegal,-0.817583357296783,174.34317698342534
freire wins stage three in tour of valencia,-0.755887403410031,191.76850493255074
life ban for assault fan in britain,-0.8171181424386778,173.6147396798537
amer sports too not cruising says crew,-0.8032239724680851,153.2071879403514
serbian president warns of unrest urges more kosovo talks,-0.8470474989219953,1011.942687505069
expos and minaya face an uncertain future,-0.8127660994395791,166.9459851061803
u.n. nuclear agency chief sees glimmer of hope for mideast peace,-0.5955629689677348,177.21598432888172
dirty crosses line of feasibility,-1.015321422290364,174.39795874755643
u.s. jobless claims pick up last week,-0.9656831484455259,661.1123258840983
zambian president vows to fight corruption,-1.2130482992796905,2048.667483132953
kucera ivanisevic reach final in new haven,-0.9236168958483544,452.74429019542805
egypt says keen to maintain sudan 's unity,-0.8054313254808283,314.73410202957376
u.s. soldier killed in iraq,-1.3461649291452655,1767.363832080216
"bonds passes ruth with #,### th extra base hit",-0.6758936980350229,153.99735171145196
portsmouth players salary paid a week late,-0.8091779643845168,161.6408828662157
women 's world cup downhill skiing results,-1.130265048656611,2907.8255889734537
chinese president warns against politicizing olympics,-0.9919618458666667,349.4125183714569
fergie aims to show women there 's life after ##,-0.6386960136357333,177.58431564361834
cross-border railway on top of agenda of southern africa tripartite meeting,-0.5900051490746818,164.8634541209575
maj. gen. UNK becomes indonesia reserves commander,-0.8877301364155183,327.78131071871843
americans give blood for iraqi children,-0.9111808349614241,183.094998935522
us humanitarian aid to continue after military mission ends,-0.8842898997897536,1524.3046607390047
argentina investigates menem for allegedly taking iranian bribes to,-0.7356177580617814,297.0498785301831
sarkozy gushes over obama who keeps his cool,-0.7445446323223638,171.20492489939355
dubai '## air show opens,-1.1301430400498924,389.58853015999546
tajik poll boosts strongman observers angry,-0.8854679809484662,149.05305343735324
azerbaijan 's ruling party flexes street muscle at rally,-0.675230990725908,152.8788266894258
england defeats argentina its bitter world cup foe #-#,-0.8681765822332952,1276.7168895014222
indian stocks open lower,-1.2043099295471553,229.0866023019743
bush defends iraqi war in holiday visit to west virginia,-0.7899812903328046,1091.0205637682861
familiar faces likely for williams coaching staff,-0.8067085742963631,158.08811877543968
trinidad and tobago prepares to go to the polls,-1.0859512340986022,14010.583710161809
albanian defense minister named new pm,-1.0428863044667906,525.1315980086158
seeking to revitalize his campaign gore moves headquarters to,-0.6740876010972022,150.96806724781362
warner-lambert begins merger talks with pfizer,-1.0837074933986648,727.9398386096985
ray says clinton probe near end,-0.9280320245967578,209.51904771171655
new zealand shares close #.## percent higher,-0.8962381863438329,353.86627932739395
bad weather postpones play at the international,-0.9021495726685234,373.2026526057917
robbie mcewen wins his second swiss tour stage,-0.7426215835439485,167.94402551798714
administration moves to blame economic woes on federal reserve,-0.7970728489551177,584.0029684092873
lawmaker warns blair 's labor party could split on iraq,-0.6686472215493185,254.38783420565306
czech wwii fighter ace frantisek UNK dies at age ##,-0.8036787113454437,1285.930534162086
ayatollah crushes press reforms in iran,-0.9065266890141201,176.40314468621057
inter seeks #th straight serie a title,-0.8076067780724151,159.37125623004718
hurricane ike reminds florida of ## s andrew,-0.7368514723978666,158.5277458984825
springsteen and band schedule tour,-1.0237562521157622,185.00514134662927
rangers # devils #,-1.1914355092135487,212.05667758776417
ruling has some mulling the necessity of mandating insurance,-0.6799278486498568,160.9849789766216
pakistani national assembly passes resolution to protect women rights,-0.7794599840263047,481.1430136028783
pakistan stresses need to form new alliances in south asia,-0.6809808739835151,294.96710392822837
club awarded victory in abandoned game,-1.0910215836686339,771.8043827294623
rebel leader balks at amnesty law,-0.9119216157866563,184.18328659621662
indian troops placed on high alert on kashmir border,-0.6815622085876583,163.90533272339854
french pol predicts next nuke test in ## days or less,-0.6512145530788173,365.3441669875165
state department reveals concerns about legislation in kazakhstan,-0.7937784587044587,280.1147929714509
wall street tumbles after weak data ; dow loses #.## percent,-0.6804378094890478,534.1849706120696
us bank wachovia ousts ceo,-1.0164282215824103,175.7543711907437
snow snarls traffic cuts power lines in northeastern spain,-0.679578121648281,160.36685995599242
senior cpc official to visit sudan south africa,-0.9236577474960617,1026.5843258269833
flames beat red wings in shootout,-0.9877314217986973,337.7850791414576
deputy mayor of large siberian city gunned down,-0.7262314692907095,142.55524373466884
pakistan delays release of red mosque cleric,-0.812769845747655,166.95161408090522
quaker agrees to sell european pets division,-0.9110543746473208,404.3435122352057
missouri bill outlawing UNK is signed after teen s suicide following harassment,-0.6007978176472856,321.2154614542897
skorea demands nkorea explanation for deadly flood,-0.8072517590924018,158.86285049668822
thsrc reverses decision on high-speed rail contract,-0.8868910270329792,325.31523496290555
british army defuses dissident ira van bomb outside belfast courthouse,-0.6117049711939754,128.451705953699
two palestinians killed trying to infiltrate gaza settlement,-0.8031811340560422,307.7310685722458
results of world cup luge,-1.4865246962642114,4720.937703265263
china draws up standards to curb work-related death and disease,-0.6299657711823964,159.92142556659536
number of mayors suspected of corruption grows in ukraine,-0.8099458151925222,672.8407632672956
cpifa president meets german visitors,-1.127066111549887,381.2870989062087
gcc fms to hold meeting to coordinate stances following anti-u.s. attacks,-0.6587929966303688,403.17051989053937
airline swiss hikes fuel surcharge on fares citing price rise after katrina,-0.5343988065201019,126.78921227219205
u.k. stocks extend losses as u.s. stocks shed early gains,-0.6289585725823604,158.00018773150197
de klerk denies np 's possible alliance with,-0.735446849563819,156.31659450423624
UNK in a position to make some plays,-0.9522380511508322,1366.2095309402648
dominican republic president declares re-election victory with ## percent of vote,-0.6752194742583574,499.148580476659
egypt rejects new nile sharing pact,-0.9024568289604857,170.75215002123653
supreme court denies demjanjuk s deportation plea,-0.9365610526646836,508.68293076489925
dollar firms as euro and yen sag,-0.8264399440135968,188.80881057168477
braves giant board ready to play ball,-0.9585016616382853,619.7340146802263
with better forecast us open resumes at bethpage,-0.7435796842155685,169.56083129998424
uzbekistan beats taiwan #-# in world cup qualifier,-1.0582084308521398,3942.219685166727
girls killer attacked in british prison,-0.9048381348853815,174.036237217687
thai bourse down #.## points,-1.0133646788749027,172.02547960300734
taiwan trade promotion group launches publicity drive in las vegas,-0.624348752857252,149.4973077786496
poisonous cadmium pollutes central china river,-1.0265567995840827,460.82246252508554
zambian civil servants threaten mass strike,-0.8920968567402051,157.1708314556355
gunmen kill director of women s affairs in southern afghanistan,-0.6842458168379748,306.75308858211935
u.s. military arrive in turkey for base renovations,-0.9182020542017139,972.0774175978024
mexico fights swine flu with pandemic potential,-0.8727800286884377,286.5163724257555
tens of thousands of UNK hold anti-government protest,-0.8846195932970362,694.790832597867
cpc delegation visits zimbabwe,-1.2014828462210956,225.23349239508377
china s supreme court orders more sparing use of death penalty,-0.7235052967131814,935.0682299266164
shell heightens supply worries after nigeria terminal attack,-0.7210992570166284,135.4235774529307
at least # dead in suspected terrorist attack on navy destroyer,-0.9274098036701249,13245.035609812026
new delay for un report on jenin,-0.9823406806283297,768.0397950823715
spanish police chief fears anti-globalisation violence during eu presidency,-0.6818479157247531,164.42126118021397
white house lobbies to keep mexico rescue package on track,-0.6759992691023172,277.85088348490507
klinsmann tips spain to win world cup title,-1.1325283377410256,8289.113318240381
sonics playoff push tramples grizzlies,-1.0172917524778735,176.81997388583505
us stocks dive on falling sentiment mixed earnings,-0.7324816323460734,151.74951448076095
ilo concludes ##rd annual conference,-1.0047530789112953,161.96194550108495
swastikas found at french holocaust memorial,-0.9092830322618025,180.3361693202299
u.s. man sentenced to more than # years for suv arson tied to earth liberation front,-0.5666309652170995,1493.6612743807973
un rights expert granted visa for myanmar visit,-0.7352493941833101,156.00824350576295
alan ball draws blood and UNK ire,-0.8907523059035972,336.81916225164247
aipo delegation to visit china,-1.1967698058224179,621.091548213396
## killed in violence in algeria,-1.3252764288265153,5027.961381197271
un food agency warns of food crisis in sudan,-0.791381442312819,548.5621556621068
london share prices up at midday,-1.171651479850951,1471.1067639444677
beijing urged to stop persecuting falun gong practitioners,-0.9339451339761439,1137.816378124047
sri lankan troops tamil rebels exchange artillery fire # soldier wounded,-0.5824641097515209,149.46826100297238
kozyrev criticizes nato air raids in bosnia with bc-yugoslavia,-0.7437397430692737,324.81048883055837
russians mark revolution day with protests and marches,-0.7333786772493797,153.11689962625522
scientists say eruptions on a saturn moon may be water,-0.6877396619860906,319.8874752291593
hippopotamus tramples woman to death in s. africa,-0.892422500956252,751.175953477107
sweden gives aid to angola,-1.1929372485074654,604.6504911366302
banking committee 's top dem gonzales draws challengers,-0.864595171453491,568.7077157349659
oil s biggest day yet drags down stocks,-0.749837603881969,180.51086066024286
french winegrowers pin hopes on south korea trade deal,-0.67921195909614,159.72223530728715
clinton to promise new economy new government new covenant,-0.6884316327707013,176.77057187512958
mideast talks grind to a halt,-0.9152760619248336,189.19286674599235
senate passes housing legislation,-1.1967892608644763,218.97905718660132
movie and tv writers authorize a strike in november,-0.7173491495733824,242.9717964247314
"clashes as ##,### protest wage cuts in bangladesh",-0.859280592028056,539.2724019981104
thousands march in us may day immigration protests,-0.8930727150797793,756.0761191397404
china tightens exports of sensitive nuclear biological products,-0.7289933261412973,146.54728903502476
npc vice-chairman meets tunisian visitors,-1.1037612114714068,323.89465733534564
fifa head pushes biennial plan touting host rotation,-0.7225450108641255,137.39569063460112
seven killed in gunbattle after militants attack afghan government office,-0.8610211039005646,2558.9354138532035
residents in scandal-torn bell city call for recall of officials,-0.7622470077892755,782.1585299206241
chinese vice-premier meets us visitor,-1.0247955106199564,186.3559259047902
eu bans argentine meat imports after foot-and-mouth outbreak,-0.7275536824827211,144.45264417002778
tyson fight back on ; opponent now unclear,-0.7409965600052649,165.23695044628442
nato 's security balloon shot down in n. afghan province,-0.7743572725643194,904.4984769575863
at home with cliches,-1.312740545550968,439.0809551136014
spain firm on kosovo pullout decision,-1.0808614486236165,711.5531010693296
iraq says lack of medicines increases deaths,-0.8100718881289279,162.94657980347858
zidane calls five-goal thrashing a good wake-up call,-0.7317519967809467,150.64632557668298
iran says ties with turkey helpful for regional peace,-0.789586534128625,537.837571365149
gamma ray bursts may unlock clues to the universe including size age,-0.680685713833698,982.9346758335062
rival iraqi kurds to resume peace talks in turkey,-0.917834741340286,2204.5680697209727
us and indian diplomats laud nuclear deal,-0.8197492998488408,177.77507387153057
murray tears up minor-league pitching,-1.0216147229410095,182.25246779889173
suicide bomber kills # civilians in afghanistan,-0.8138147884398889,168.5291140628452
wholesale market to aid goods transfer,-0.9895811107067588,342.82062252580005
india develops new technology for mint cultivation,-0.8088787537728149,161.20618641801573
yemeni president leaves for visit to france,-0.9901128101263286,823.6870909541136
three illegal immigrants die as boat sinks in greek waters,-0.832250897585713,1811.8507601095685
merrill lynch profit beats forecast,-1.0244531955511378,185.90991339580356
government keen to sell stake in malaysia airlines says ceo,-0.8622506677990526,2596.9718282548856
china to develop lasting stable ties with jakarta :,-0.7624309258219057,398.95351695456
two paratroopers die as guerrilla attacks continue despite crackdown,-0.7469566810826328,336.5101187158184
new zealand 's central bank says it may keep currency intervention secret,-0.6465044590912649,609.11379007047
cherie blair denies calling finance minister a liar,-0.7350217891130494,155.65356462019753
holbrooke says strikes will resume immediately if serbs fail to comply,-0.5826113705148112,149.75467560274964
authorities clamp down on security for olympic torch in india,-0.6402571671873003,180.94250999212105
experts call for congress to lower its sights on health care reform,-0.7963110393887094,4960.6756084627705
ebner outlines his ubs strategy as UNK becomes ceo,-0.7374879129681857,303.2239889454471
belgian conductor wins grammy award,-1.0071245428379694,164.67299365874337
iran begins producing helicopters,-1.186974453258788,206.45598672236807
belarus holds largest army drill since independence,-0.8121016117914371,165.9505626744643
s. williams through to second round at china open,-0.6846894724009575,169.6417607036763
seoul shares fall to three-year closing low,-0.8126424988996289,166.76037683597633
mexico u.s. agree to strengthen energy cooperation,-1.0032116271753502,926.7465017209797
oil rises to near $ ## after fed bond buying move,-0.7183948962034368,874.9653566581592
sotheby s racks up another ## million pounds at sale of contemporary art,-0.6651931608035561,1436.330980626144
rescued police colonel says philippine ferry crew abandoned,-0.7367272825211034,158.33099268529028
mothers reject compensation to families of repression victims,-0.724801377655477,140.53108130494743
judge defends iraq report against whitewash claim,-0.823536521627243,183.9389883023247
some republicans seek to pressure dole on tax cut issue,-0.6336656533042702,167.1816907988994
chinese newcomer liu won in men 's air rifle at ##th asiad,-0.5412365181643028,139.52641311781875
"floods swollen reservoirs force evacuation of ##,### in east china",-0.7688881645720044,847.0428850547619
millionaire hosts rock stars,-1.16713103485734,183.28214471309053
un reinforcements head for new inspection sites in iraq,-0.7038630361432928,209.47368539736382
malaysia to launch no plastic bags drive,-0.8876024543830761,327.404861000995
celtic liverpool draw #-# in battle of britain,-0.9455412063229367,1277.7129107612598
gm to invest ### mln dlrs in thai auto plants,-0.6273302129001374,154.94278271793334
pacers stay alive with win in nba finals,-0.7392009388093431,162.29640031986528
mother takes war protest to bush 's ranch,-0.8575753174414796,530.1542921377215
brazilian president extends sympathies to saudi royal family,-0.8146578963562376,345.15509632194
swastika found on professor s door at new york university columbia,-0.6621811370437124,421.32538624761264
new zealand makes donations to red cross for tsunami relief,-0.792628117561788,1126.2296736582327
french cop chops off love rival 's genitals,-0.7278308327333572,144.8535503349951
khmer rouge prison chief handed ## years in jail,-0.6719184341465422,147.40847914267258
castro kept power despite numerous plots against him,-0.727009773826825,143.6690865851876
state department presses postal service on hiroshima stamp,-0.7192915652381003,132.9975303679012
seoul shares close #.## percent higher,-0.9647692745541758,281.100611910695
# balkan states sign pact to fight terrorism and organized crime,-0.7136351568009369,822.4664412955234
asia-pacific economic leaders begin talks in osaka,-1.0411671616563136,1304.1149332142916
hospital treatment often based on patient 's age study reports,-0.6237919821688103,148.5018084432645
irs investigating bank of america 's pension plan,-0.745559092454598,172.95057007332585
pakistan arrests four suspected al-qaida-linked militants over sectarian killings,-0.6775128620312181,156.76473990050133
thai economy not to plunge into new crisis,-0.8535247901828471,509.1093410148893
bush backs some pow protections for taliban,-0.8080398625747418,159.9936594220584
china urges confidence in depressed stock markets,-0.803212224973866,153.19099059162696
pop group ace of base to honor swedish princess for ##th birthday,-0.6094490404585825,362.5742340098476
nardello wins ##th stage of tour de france,-0.7343168044483256,154.5600898032505
oil prices hold steady after jumping to record near us$ ### a barrel,-0.56413250584495,315.4301890230978
gone fishin catches little,-1.1671237734154831,183.2741595312203
philippine stocks fall for #rd day as piltel banks slump,-0.629770718374364,159.5475458176026
big bermuda insurer acquiring u.s. insurer,-0.904020232205545,172.9011970384395
shanghai stock indices down oct. ##,-0.9003011709564464,167.83272955085198
striker raul set to leave real madrid,-0.9242673448062795,455.40244654773716
pakistan vows to eliminate child labor,-1.101430244421259,838.8235829103885
palestinian statehood can be achieved only after israeli security,-0.7477458856093953,339.4441642791662
galaxy beat wizards on mathis goal,-0.8939040109374318,159.45959158284356
ahmadinejad claims mandate from disputed election,-0.9030928359400989,171.6231604906858
